,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,census_fips,price,crime_count,census_tract_fips
10,X5C_InLvl2PtR9gmWC1HSw,city-wings-detroit,City Wings,https://s3-media1.fl.yelpcdn.com/bphoto/H7oqzNNLEmsl0XH-nEUnsQ/o.jpg,False,https://www.yelp.com/biz/city-wings-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,126,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 42.3673375, 'longitude': -83.0804604}","['delivery', 'pickup']","{'address1': '2896 W Grand Blvd', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['2896 W Grand Blvd', 'Detroit, MI 48202']}",13138712489.0,(313) 871-2489,1013.6860261296168,261635339004009.0,$,1.0,533900
11,2LvBZWY2805djuFQ1XgU7w,mcdonalds-detroit-30,McDonald's,https://s3-media2.fl.yelpcdn.com/bphoto/-pCH-HK6TIjlE50jwQxUOA/o.jpg,False,https://www.yelp.com/biz/mcdonalds-detroit-30?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,44,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.0,"{'latitude': 42.3678962778675, 'longitude': -83.0809119343758}",['delivery'],"{'address1': '2889 W Grand Blvd', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['2889 W Grand Blvd', 'Detroit, MI 48202']}",13138715821.0,(313) 871-5821,1026.764108274058,261635339002005.0,$,1.0,533900
12,fM9eAGWv_BAs8fF6IOINXQ,beyond-juicery-eatery-detroit-4,Beyond Juicery + Eatery,https://s3-media3.fl.yelpcdn.com/bphoto/-wTLFSeQSHzTqyNcG24qvA/o.jpg,False,https://www.yelp.com/biz/beyond-juicery-eatery-detroit-4?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,7,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'wraps', 'title': 'Wraps'}]",4.0,"{'latitude': 42.368168, 'longitude': -83.080124}","['delivery', 'pickup']","{'address1': '2911 W Grand Blvd', 'address2': 'Ste 125', 'address3': None, 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['2911 W Grand Blvd', 'Ste 125', 'Detroit, MI 48202']}",13136382022.0,(313) 638-2022,1096.890906360283,261635339002005.0, ,1.0,533900
13,4zmXl17jh1ENKYIkcIyqow,fu-lin-detroit,Fu Lin,https://s3-media3.fl.yelpcdn.com/bphoto/timYCPZN1uzOuZn_KD59FQ/o.jpg,False,https://www.yelp.com/biz/fu-lin-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 42.3728339, 'longitude': -83.0971331}",[],"{'address1': '8677 Rosa Parks Blvd', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48206', 'country': 'US', 'state': 'MI', 'display_address': ['8677 Rosa Parks Blvd', 'Detroit, MI 48206']}",13138963388.0,(313) 896-3388,1183.8471247013254,261635331001009.0,$,4.0,533100
14,_GL1Lqbg15Gb0anjqcMmJg,woodbridge-pub-detroit,Woodbridge Pub,https://s3-media4.fl.yelpcdn.com/bphoto/U9A-i1CzVWOdZMM3Rqj5lQ/o.jpg,False,https://www.yelp.com/biz/woodbridge-pub-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,259,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",3.5,"{'latitude': 42.3539924621582, 'longitude': -83.0801239013672}",['delivery'],"{'address1': '5169 Trumbull St', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48218', 'country': 'US', 'state': 'MI', 'display_address': ['5169 Trumbull St', 'Detroit, MI 48218']}",13134624754.0,(313) 462-4754,1287.904003579095,261635219004015.0,$$,4.0,521900
15,DuFQa_-drBCwMRGsMzMPsQ,pie-sci-detroit-3,Pie Sci,https://s3-media3.fl.yelpcdn.com/bphoto/r3qOAiKiFq4l2i9l4cb7CQ/o.jpg,False,https://www.yelp.com/biz/pie-sci-detroit-3?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,295,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 42.353963844856096, 'longitude': -83.0800281465053}",['delivery'],"{'address1': '5163 Trumbull Ave', 'address2': '', 'address3': None, 'city': 'Detroit', 'zip_code': '48208', 'country': 'US', 'state': 'MI', 'display_address': ['5163 Trumbull Ave', 'Detroit, MI 48208']}",13138180290.0,(313) 818-0290,1300.985510459366,261635219004015.0,$$,4.0,521900
16,VL7Bz9dKQC5rox8as-1-1Q,northern-lights-lounge-detroit,Northern Lights Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/hC0_KXYkbkMLesb5zlAlxQ/o.jpg,False,https://www.yelp.com/biz/northern-lights-lounge-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,185,"[{'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'latitude': 42.3668379, 'longitude': -83.0762624}",[],"{'address1': '660 W Baltimore Ave', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['660 W Baltimore Ave', 'Detroit, MI 48202']}",13138731739.0,(313) 873-1739,1304.6777917116988,261635339004007.0,$$,8.0,533900
17,9KCNDuSXIPJdW4ccqK29ow,cuisine-detroit,Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/VLBy2RCKxRcx3eMY40nzkw/o.jpg,False,https://www.yelp.com/biz/cuisine-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,146,"[{'alias': 'french', 'title': 'French'}]",3.5,"{'latitude': 42.37021, 'longitude': -83.0785415}",['delivery'],"{'address1': '670 Lothrop St', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['670 Lothrop St', 'Detroit, MI 48202']}",13138725110.0,(313) 872-5110,1339.2863972696375,261635339003008.0,$$$,4.0,533900
18,eAMJ8TgyXZ0F-DT79yMBfg,legends-coney-island-detroit-2,Legends Coney Island,https://s3-media3.fl.yelpcdn.com/bphoto/v8NvTQcy1RIiEB-5mfJaXA/o.jpg,False,https://www.yelp.com/biz/legends-coney-island-detroit-2?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'food', 'title': 'Food'}]",4.5,"{'latitude': 42.3504956111224, 'longitude': -83.0936051872165}",[],"{'address1': 'Grandriver', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48208', 'country': 'US', 'state': 'MI', 'display_address': ['Grandriver', 'Detroit, MI 48208']}",,,1343.2972467290342,261635219004029.0, ,0.0,521900
19,PFqMORU87Mi_ncsTDpVdXA,twisted-mitten-detroit,Twisted Mitten,https://s3-media2.fl.yelpcdn.com/bphoto/Zrq1Lj2IfMS-cIYossh4MQ/o.jpg,False,https://www.yelp.com/biz/twisted-mitten-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,1,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 42.36924, 'longitude': -83.07678}",[],"{'address1': '3011 W Grand Blvd', 'address2': '', 'address3': None, 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['3011 W Grand Blvd', 'Detroit, MI 48202']}",,,1345.5573527679508,261635339003011.0, ,31.0,533900
20,ZUBpvxiHgc6FgT_yJNCGeA,gold-n-greens-detroit,Gold 'n' Greens,,False,https://www.yelp.com/biz/gold-n-greens-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,3,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",4.5,"{'latitude': 42.356564, 'longitude': -83.0719484}",[],"{'address1': 'Wayne State University', 'address2': '', 'address3': '695 Williams Mall', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['Wayne State University', '695 Williams Mall', 'Detroit, MI 48202']}",,,1693.2958675433554,261635202002014.0,$,2.0,520200
21,9zVLfzUwEZCmgK5o7HPOrA,wingstop-detroit-2,Wingstop,https://s3-media1.fl.yelpcdn.com/bphoto/S5UJa9NnsGy6ktP5BZhCLg/o.jpg,False,https://www.yelp.com/biz/wingstop-detroit-2?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,7,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.0,"{'latitude': 42.3573814, 'longitude': -83.0702945}",[],"{'address1': '5221 Gullen Mall', 'address2': None, 'address3': None, 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['5221 Gullen Mall', 'Detroit, MI 48202']}",13135772030.0,(313) 577-2030,1703.9979052200968,261635202002007.0, ,1.0,520200
22,z5IqLD-HeSoHNVknASRwvg,quickly-boba-cafe-detroit,Quickly Boba Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/5Vwj5A2GFgllGMtoTKhPzg/o.jpg,False,https://www.yelp.com/biz/quickly-boba-cafe-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,2,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': 42.358074, 'longitude': -83.070911}",[],"{'address1': '5221 Gullen Mall', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['5221 Gullen Mall', 'Detroit, MI 48202']}",13134441169.0,(313) 444-1169,1703.9979052200968,261635202002007.0, ,1.0,520200
23,nCu9Q6yNmq8QsL6LObmu8A,panda-express-detroit-2,Panda Express,https://s3-media4.fl.yelpcdn.com/bphoto/jAzpMrny46tk_yhdCIjIvQ/o.jpg,False,https://www.yelp.com/biz/panda-express-detroit-2?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,5,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chinese', 'title': 'Chinese'}]",1.0,"{'latitude': 42.3573799, 'longitude': -83.0702972}",[],"{'address1': '5221 Gullen Mall', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['5221 Gullen Mall', 'Detroit, MI 48202']}",13135772030.0,(313) 577-2030,1703.9979052200968,261635202002007.0, ,1.0,520200
24,ceaIMDqznh5nIjlNq36HqQ,starbucks-detroit-30,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/bfv__lOwagaWE7piiLd1fw/o.jpg,False,https://www.yelp.com/biz/starbucks-detroit-30?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.0,"{'latitude': 42.35826182, 'longitude': -83.0710064}",[],"{'address1': '5221 Gullen Mall', 'address2': '', 'address3': 'Wayne State Univ - Student Center', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['5221 Gullen Mall', 'Wayne State Univ - Student Center', 'Detroit, MI 48202']}",13135774678.0,(313) 577-4678,1704.4014776951478,261635202002007.0, ,1.0,520200
25,DExE2Nz8LsefnIPcpC994Q,starbucks-detroit-6,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/vWLvX6n4cW-gvU6auIj4ww/o.jpg,False,https://www.yelp.com/biz/starbucks-detroit-6?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 42.35649752452, 'longitude': -83.071778190309}",['delivery'],"{'address1': '695 Williams Mall Dr', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['695 Williams Mall Dr', 'Detroit, MI 48202']}",,,1709.0495202522998,261635202002014.0,$$,2.0,520200
26,M1xyuGPNq_bOMcuFyOSX7w,time-will-tell-detroit,Time Will Tell,https://s3-media2.fl.yelpcdn.com/bphoto/C5Dj00Eb7qvJfWFoC2bRMg/o.jpg,False,https://www.yelp.com/biz/time-will-tell-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,12,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 42.3687278692577, 'longitude': -83.07199128672282}",[],"{'address1': '6408 Woodward Ave', 'address2': '', 'address3': None, 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['6408 Woodward Ave', 'Detroit, MI 48202']}",,,1710.0205827726718,261635119001007.0, ,1.0,511900
27,1soo4WIDmOwacNlZy3W7wg,woodward-bar-and-grill-detroit-2,Woodward Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/ump6YkLKha1Lv06pgZst5w/o.jpg,False,https://www.yelp.com/biz/woodward-bar-and-grill-detroit-2?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,15,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",4.0,"{'latitude': 42.36898, 'longitude': -83.07194}",[],"{'address1': '6426 Woodward Ave', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['6426 Woodward Ave', 'Detroit, MI 48202']}",13138720166.0,(313) 872-0166,1711.139162470132,261635119001007.0,$,1.0,511900
28,-mguM6V0E2XTx3A1qBLSyw,baobab-fare-detroit,Baobab Fare,https://s3-media1.fl.yelpcdn.com/bphoto/PiIC6_kcswZTgbWFHqCy-Q/o.jpg,False,https://www.yelp.com/biz/baobab-fare-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,176,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'african', 'title': 'African'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",5.0,"{'latitude': 42.3700146, 'longitude': -83.0729392}","['delivery', 'pickup']","{'address1': '6568 Woodward Ave', 'address2': None, 'address3': None, 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['6568 Woodward Ave', 'Detroit, MI 48202']}",13132653093.0,(313) 265-3093,1713.5805470802495,261635119001006.0,$$,6.0,511900
29,fmcHbCeBsXEEdY4btGBcPg,yum-village-detroit,Yum Village,https://s3-media4.fl.yelpcdn.com/bphoto/9FXA3fH6rhospSFajtWUFw/o.jpg,False,https://www.yelp.com/biz/yum-village-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,189,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'african', 'title': 'African'}, {'alias': 'personalchefs', 'title': 'Personal Chefs'}]",4.0,"{'latitude': 42.369378, 'longitude': -83.072277}","['delivery', 'pickup']","{'address1': '6500 Woodward Ave', 'address2': '', 'address3': None, 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['6500 Woodward Ave', 'Detroit, MI 48202']}",13133346099.0,(313) 334-6099,1719.9255036267928,261635119001006.0,$$,6.0,511900
30,bCx2txcAqiZpUW1U3mNCQw,new-china-one-detroit,New China One,https://s3-media2.fl.yelpcdn.com/bphoto/xAXurJgyMgLvoWBPxvk8yA/o.jpg,False,https://www.yelp.com/biz/new-china-one-detroit?adjust_creative=uX44REE8PZ9sAUBHiI42ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=uX44REE8PZ9sAUBHiI42ww,36,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 42.3715096, 'longitude': -83.0739136}","['delivery', 'pickup']","{'address1': '7414 Woodward Ave', 'address2': '', 'address3': '', 'city': 'Detroit', 'zip_code': '48202', 'country': 'US', 'state': 'MI', 'display_address': ['7414 Woodward Ave', 'Detroit, MI 48202']}",13138728888.0,(313) 872-8888,1726.120521422117,261635119002038.0,$,2.0,511900
